Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2014,Riverside,Menifee Valley Medical Center,106334018,BPD,,"(33.72146, -117.15691)"
2014,Riverside,Menifee Valley Medical Center,106334018,LAPBAND,,"(33.72146, -117.15691)"
2014,Riverside,Menifee Valley Medical Center,106334018,LAPRYBG,,"(33.72146, -117.15691)"
2014,Riverside,Menifee Valley Medical Center,106334018,OPENRYGB,,"(33.72146, -117.15691)"
2014,Riverside,Menifee Valley Medical Center,106334018,VSG,12,"(33.72146, -117.15691)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,BPD,,"(33.92573, -117.43996)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,LAPBAND,1,"(33.92573, -117.43996)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,LAPRYBG,102,"(33.92573, -117.43996)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,OPENRYGB,7,"(33.92573, -117.43996)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,VSG,77,"(33.92573, -117.43996)"
2014,Riverside,Riverside Community Hospital,106331312,BPD,,"(33.97641, -117.37997)"
2014,Riverside,Riverside Community Hospital,106331312,LAPBAND,,"(33.97641, -117.37997)"
2014,Riverside,Riverside Community Hospital,106331312,LAPRYBG,29,"(33.97641, -117.37997)"
2014,Riverside,Riverside Community Hospital,106331312,OPENRYGB,1,"(33.97641, -117.37997)"
2014,Riverside,Riverside Community Hospital,106331312,VSG,30,"(33.97641, -117.37997)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,BPD,,"(33.55788, -117.18488)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPBAND,,"(33.55788, -117.18488)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPRYBG,178,"(33.55788, -117.18488)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,OPENRYGB,,"(33.55788, -117.18488)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,VSG,152,"(33.55788, -117.18488)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,BPD,,"(38.47144, -121.42409)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,LAPBAND,,"(38.47144, -121.42409)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,LAPRYBG,253,"(38.47144, -121.42409)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,OPENRYGB,1,"(38.47144, -121.42409)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,VSG,226,"(38.47144, -121.42409)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,BPD,,"(38.67223, -121.1428)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,LAPBAND,,"(38.67223, -121.1428)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,LAPRYBG,,"(38.67223, -121.1428)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,OPENRYGB,,"(38.67223, -121.1428)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,VSG,4,"(38.67223, -121.1428)"
2014,Sacramento,Mercy San Juan Hospital,106340950,BPD,,"(38.66818, -121.31261)"
2014,Sacramento,Mercy San Juan Hospital,106340950,LAPBAND,4,"(38.66818, -121.31261)"
2014,Sacramento,Mercy San Juan Hospital,106340950,LAPRYBG,125,"(38.66818, -121.31261)"
2014,Sacramento,Mercy San Juan Hospital,106340950,OPENRYGB,1,"(38.66818, -121.31261)"
2014,Sacramento,Mercy San Juan Hospital,106340950,VSG,54,"(38.66818, -121.31261)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,BPD,,"(38.46416, -121.41744)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,LAPBAND,,"(38.46416, -121.41744)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,LAPRYBG,41,"(38.46416, -121.41744)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,OPENRYGB,1,"(38.46416, -121.41744)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,VSG,97,"(38.46416, -121.41744)"
2014,Sacramento,Sutter General Hospital,106341051,BPD,,"(38.57176, -121.47008)"
2014,Sacramento,Sutter General Hospital,106341051,LAPBAND,,"(38.57176, -121.47008)"
2014,Sacramento,Sutter General Hospital,106341051,LAPRYBG,22,"(38.57176, -121.47008)"
2014,Sacramento,Sutter General Hospital,106341051,OPENRYGB,,"(38.57176, -121.47008)"
2014,Sacramento,Sutter General Hospital,106341051,VSG,31,"(38.57176, -121.47008)"
2014,Sacramento,UC Davis Medical Center,106341006,BPD,,"(38.55438, -121.45738)"
2014,Sacramento,UC Davis Medical Center,106341006,LAPBAND,9,"(38.55438, -121.45738)"
2014,Sacramento,UC Davis Medical Center,106341006,LAPRYBG,95,"(38.55438, -121.45738)"
2014,Sacramento,UC Davis Medical Center,106341006,OPENRYGB,1,"(38.55438, -121.45738)"
2014,Sacramento,UC Davis Medical Center,106341006,VSG,73,"(38.55438, -121.45738)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,BPD,,"(34.05164, -117.26146)"
2014,San Joaquin,Dameron Hospital,106390846,OPENRYGB,2,"(37.9613, -121.30061)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,LAPBAND,,"(34.05164, -117.26146)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,LAPRYBG,18,"(34.05164, -117.26146)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,OPENRYGB,1,"(34.05164, -117.26146)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,VSG,66,"(34.05164, -117.26146)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,BPD,,"(34.1341, -117.27865)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,LAPBAND,3,"(34.1341, -117.27865)"
2014,San Diego,Sharp Memorial Hospital,106370694,VSG,136,"(32.80016, -117.15531)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,LAPRYBG,236,"(34.1341, -117.27865)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,OPENRYGB,11,"(34.1341, -117.27865)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,VSG,470,"(34.1341, -117.27865)"
2014,San Diego,Alvarado Hospital,106370652,BPD,,"(32.77708, -117.05683)"
2014,San Diego,Alvarado Hospital,106370652,LAPBAND,2,"(32.77708, -117.05683)"
2014,San Diego,Alvarado Hospital,106370652,LAPRYBG,22,"(32.77708, -117.05683)"
2014,San Diego,Alvarado Hospital,106370652,OPENRYGB,,"(32.77708, -117.05683)"
2014,San Diego,Alvarado Hospital,106370652,VSG,,"(32.77708, -117.05683)"
2014,San Diego,Pomerado Hospital,106370977,BPD,,"(32.99563, -117.05784)"
2014,San Diego,Pomerado Hospital,106370977,LAPBAND,1,"(32.99563, -117.05784)"
2014,San Diego,Pomerado Hospital,106370977,LAPRYBG,106,"(32.99563, -117.05784)"
2014,San Diego,Pomerado Hospital,106370977,OPENRYGB,4,"(32.99563, -117.05784)"
2014,San Diego,Pomerado Hospital,106370977,VSG,79,"(32.99563, -117.05784)"
2014,San Diego,Scripps Green Hospital,106371256,BPD,,"(32.89654, -117.2419)"
2014,San Diego,Scripps Green Hospital,106371256,LAPBAND,,"(32.89654, -117.2419)"
2014,San Diego,Scripps Green Hospital,106371256,LAPRYBG,86,"(32.89654, -117.2419)"
2014,San Diego,Scripps Green Hospital,106371256,OPENRYGB,,"(32.89654, -117.2419)"
2014,San Diego,Scripps Green Hospital,106371256,VSG,111,"(32.89654, -117.2419)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,BPD,,"(32.88506, -117.22279)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPBAND,1,"(32.88506, -117.22279)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,OPENRYGB,,"(32.88506, -117.22279)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,VSG,73,"(32.88506, -117.22279)"
2014,San Diego,Scripps Mercy Hospital,106370744,BPD,,"(32.75128, -117.1609)"
2014,San Diego,Scripps Mercy Hospital,106370744,LAPBAND,,"(32.75128, -117.1609)"
2014,San Diego,Scripps Mercy Hospital,106370744,LAPRYBG,202,"(32.75128, -117.1609)"
2014,San Diego,Scripps Mercy Hospital,106370744,OPENRYGB,4,"(32.75128, -117.1609)"
2014,San Diego,Scripps Mercy Hospital,106370744,VSG,180,"(32.75128, -117.1609)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,BPD,,"(32.61909, -117.02488)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,LAPBAND,,"(32.61909, -117.02488)"
2014,San Joaquin,Dameron Hospital,106390846,VSG,44,"(37.9613, -121.30061)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,LAPRYBG,,"(32.61909, -117.02488)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,OPENRYGB,,"(32.61909, -117.02488)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,VSG,1,"(32.61909, -117.02488)"
2014,San Diego,Sharp Memorial Hospital,106370694,BPD,,"(32.80016, -117.15531)"
2014,San Diego,Sharp Memorial Hospital,106370694,LAPBAND,1,"(32.80016, -117.15531)"
2014,San Diego,Sharp Memorial Hospital,106370694,LAPRYBG,40,"(32.80016, -117.15531)"
2014,San Diego,Sharp Memorial Hospital,106370694,OPENRYGB,1,"(32.80016, -117.15531)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,BPD,,"(33.18394, -117.29027)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,LAPBAND,,"(33.18394, -117.29027)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,LAPRYBG,1,"(33.18394, -117.29027)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,OPENRYGB,,"(33.18394, -117.29027)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,VSG,,"(33.18394, -117.29027)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,BPD,,"(32.75387, -117.16498)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,LAPBAND,,"(32.75387, -117.16498)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,LAPRYBG,1,"(32.75387, -117.16498)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,OPENRYGB,,"(32.75387, -117.16498)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,VSG,35,"(32.75387, -117.16498)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,BPD,1,"(37.79149, -122.43102)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPBAND,,"(37.79149, -122.43102)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPRYBG,1,"(37.79149, -122.43102)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,OPENRYGB,,"(37.79149, -122.43102)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,VSG,103,"(37.79149, -122.43102)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,BPD,19,"(37.77408, -122.45441)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPBAND,,"(37.77408, -122.45441)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPRYBG,,"(37.77408, -122.45441)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,OPENRYGB,,"(37.77408, -122.45441)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,VSG,7,"(37.77408, -122.45441)"
2014,San Francisco,UC San Francisco Medical Center,106381154,BPD,,"(37.7635148, -122.4576564)"
2014,San Francisco,UC San Francisco Medical Center,106381154,LAPBAND,,"(37.7635148, -122.4576564)"
2014,San Francisco,UC San Francisco Medical Center,106381154,LAPRYBG,73,"(37.7635148, -122.4576564)"
2014,San Francisco,UC San Francisco Medical Center,106381154,OPENRYGB,2,"(37.7635148, -122.4576564)"
2014,San Francisco,UC San Francisco Medical Center,106381154,VSG,43,"(37.7635148, -122.4576564)"
2014,San Joaquin,Dameron Hospital,106390846,BPD,8,"(37.9613, -121.30061)"
2014,San Joaquin,Dameron Hospital,106390846,LAPBAND,,"(37.9613, -121.30061)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,BPD,3,"(37.80118, -121.19818)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,LAPBAND,1,"(37.80118, -121.19818)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,LAPRYBG,23,"(37.80118, -121.19818)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,OPENRYGB,2,"(37.80118, -121.19818)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,VSG,39,"(37.80118, -121.19818)"
2014,San Joaquin,Lodi Memorial Hospital,106390923,BPD,,"(38.12146, -121.2859)"
2014,San Joaquin,Lodi Memorial Hospital,106390923,LAPBAND,,"(38.12146, -121.2859)"
2014,San Joaquin,Lodi Memorial Hospital,106390923,LAPRYBG,3,"(38.12146, -121.2859)"
2014,San Joaquin,Lodi Memorial Hospital,106390923,OPENRYGB,1,"(38.12146, -121.2859)"
2014,San Joaquin,Lodi Memorial Hospital,106390923,VSG,1,"(38.12146, -121.2859)"
2014,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,BPD,,"(37.65806, -122.43837)"
2014,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,LAPBAND,4,"(37.65806, -122.43837)"
2014,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,LAPRYBG,56,"(37.65806, -122.43837)"
2014,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,OPENRYGB,,"(37.65806, -122.43837)"
2014,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,VSG,267,"(37.65806, -122.43837)"
2014,San Mateo,Peninsula Medical Center,106410852,BPD,,"(37.5944692, -122.3832465)"
2014,San Mateo,Peninsula Medical Center,106410852,LAPBAND,,"(37.5944692, -122.3832465)"
2014,San Mateo,Peninsula Medical Center,106410852,LAPRYBG,9,"(37.5944692, -122.3832465)"
2014,San Mateo,Peninsula Medical Center,106410852,OPENRYGB,,"(37.5944692, -122.3832465)"
2014,San Mateo,Peninsula Medical Center,106410852,VSG,67,"(37.5944692, -122.3832465)"
2014,Santa Barbara,Marian Regional Medical Center,106420493,BPD,1,"(34.95198, -120.41338)"
2014,Santa Barbara,Marian Regional Medical Center,106420493,LAPBAND,,"(34.95198, -120.41338)"
2014,Santa Barbara,Marian Regional Medical Center,106420493,LAPRYBG,50,"(34.95198, -120.41338)"
2014,Santa Barbara,Marian Regional Medical Center,106420493,OPENRYGB,3,"(34.95198, -120.41338)"
2014,Santa Barbara,Marian Regional Medical Center,106420493,VSG,123,"(34.95198, -120.41338)"
2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514,BPD,,"(34.42943, -119.72318)"
2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514,LAPBAND,,"(34.42943, -119.72318)"
2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514,LAPRYBG,111,"(34.42943, -119.72318)"
2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514,OPENRYGB,1,"(34.42943, -119.72318)"
2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514,VSG,124,"(34.42943, -119.72318)"
2014,Santa Clara,El Camino Hospital,106430763,BPD,,"(37.36779, -122.07801)"
2014,Santa Clara,El Camino Hospital,106430763,LAPBAND,,"(37.36779, -122.07801)"
2014,Santa Clara,El Camino Hospital,106430763,LAPRYBG,54,"(37.36779, -122.07801)"
2014,Santa Clara,El Camino Hospital,106430763,OPENRYGB,,"(37.36779, -122.07801)"
2014,Santa Clara,El Camino Hospital,106430763,VSG,121,"(37.36779, -122.07801)"
2014,Santa Clara,Good Samaritan Hospital – San Jose,106430779,BPD,,"(37.25116, -121.9449)"
2014,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPBAND,,"(37.25116, -121.9449)"
2014,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPRYBG,16,"(37.25116, -121.9449)"
2014,Santa Clara,Good Samaritan Hospital – San Jose,106430779,OPENRYGB,,"(37.25116, -121.9449)"
2014,Santa Clara,Good Samaritan Hospital – San Jose,106430779,VSG,291,"(37.25116, -121.9449)"
2014,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,BPD,,"(37.43677, -122.17282)"
2014,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,LAPBAND,,"(37.43677, -122.17282)"
2014,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,LAPRYBG,,"(37.43677, -122.17282)"
2014,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,OPENRYGB,,"(37.43677, -122.17282)"
2014,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,VSG,1,"(37.43677, -122.17282)"
2014,Santa Clara,Stanford Hospital,106430905,BPD,,"(37.43342, -122.17827)"
2014,Santa Clara,Stanford Hospital,106430905,LAPBAND,2,"(37.43342, -122.17827)"
2014,Santa Clara,Stanford Hospital,106430905,LAPRYBG,120,"(37.43342, -122.17827)"
2014,Santa Clara,Stanford Hospital,106430905,OPENRYGB,3,"(37.43342, -122.17827)"
2014,Santa Clara,Stanford Hospital,106430905,VSG,69,"(37.43342, -122.17827)"
2014,Santa Cruz,Watsonville Community Hospital,106444013,BPD,,"(36.92839, -121.79173)"
2014,Santa Cruz,Watsonville Community Hospital,106444013,LAPBAND,,"(36.92839, -121.79173)"
2014,Santa Cruz,Watsonville Community Hospital,106444013,LAPRYBG,,"(36.92839, -121.79173)"
2014,Santa Cruz,Watsonville Community Hospital,106444013,OPENRYGB,,"(36.92839, -121.79173)"
2014,Santa Cruz,Watsonville Community Hospital,106444013,VSG,7,"(36.92839, -121.79173)"
2014,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,BPD,,"(38.44304, -122.70114)"
2014,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,LAPBAND,,"(38.44304, -122.70114)"
2014,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,LAPRYBG,1,"(38.44304, -122.70114)"
2014,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,OPENRYGB,,"(38.44304, -122.70114)"
2014,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,VSG,3,"(38.44304, -122.70114)"
2014,Sonoma,Sonoma Valley Hospital,106491076,BPD,,"(38.28841, -122.46524)"
2014,Sonoma,Sonoma Valley Hospital,106491076,LAPBAND,,"(38.28841, -122.46524)"
2014,Sonoma,Sonoma Valley Hospital,106491076,LAPRYBG,,"(38.28841, -122.46524)"
2014,Sonoma,Sonoma Valley Hospital,106491076,OPENRYGB,,"(38.28841, -122.46524)"
2014,Sonoma,Sonoma Valley Hospital,106491076,VSG,16,"(38.28841, -122.46524)"
2014,Sonoma,Sutter Medical Center of Santa Rosa,106490919,BPD,,"(38.46855, -122.70739)"
2014,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPBAND,,"(38.46855, -122.70739)"
2014,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPRYBG,12,"(38.46855, -122.70739)"
2014,Sonoma,Sutter Medical Center of Santa Rosa,106490919,OPENRYGB,,"(38.46855, -122.70739)"
2014,Sonoma,Sutter Medical Center of Santa Rosa,106490919,VSG,53,"(38.46855, -122.70739)"
2014,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,BPD,,"(38.49636, -122.7514)"
2014,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,LAPBAND,,"(38.49636, -122.7514)"
2014,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,LAPRYBG,4,"(38.49636, -122.7514)"
2014,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,OPENRYGB,,"(38.49636, -122.7514)"
2014,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,VSG,11,"(38.49636, -122.7514)"
2014,Stanislaus,Doctors Medical Center,106500852,BPD,,"(37.66439, -120.99631)"
2014,Stanislaus,Doctors Medical Center,106500852,LAPBAND,,"(37.66439, -120.99631)"
2014,Stanislaus,Doctors Medical Center,106500852,LAPRYBG,1,"(37.66439, -120.99631)"
2014,Stanislaus,Doctors Medical Center,106500852,OPENRYGB,,"(37.66439, -120.99631)"
2014,Stanislaus,Doctors Medical Center,106500852,VSG,1,"(37.66439, -120.99631)"
2014,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,BPD,78,"(37.66727, -120.97546)"
